"","x.variable","category","primary","secondary","y.variable","ytextposition","cs","rcs",".group"
"1",2000-01-01,"TRUE","OCO","International",1455370937.23632,484490281.105155,1455370937.23632,4217871.81716943,1
"2",2000-01-01,"TRUE","Disaster","Domestic",42383.0571396631,13986.4088560888,42383.0571396631,0,3
"3",2000-01-01,"TRUE","All Other","International",9926570099.27757,4437939169.77858,9926570099.27757,1162171037.01698,4
"4",2000-01-01,"TRUE","All Other","Domestic",171631352979.036,158510056485.378,171631352979.036,101871710002.296,5
"5",2000-01-01,"FALSE","OCO","International",4217871.81716953,1391897.69966595,1459588809.05349,0,1
"6",2000-01-01,"FALSE","OCO","Domestic",68117409.1444654,22478745.0176736,68117409.1444654,0,2
"7",2000-01-01,"FALSE","All Other","International",1162171037.01698,383516442.215603,11088741136.2946,0,4
"8",2000-01-01,"FALSE","All Other","Domestic",101871710002.296,33617664300.7577,273503062981.332,0,5
"9",2001-01-01,"TRUE","OCO","International",1084425809.36568,373084823.367648,1084425809.36568,15224306.2769742,6
"10",2001-01-01,"TRUE","OCO","Domestic",0,0,0,0,7
"11",2001-01-01,"TRUE","All Other","International",8866011200.31895,4392162226.76012,8866011200.31895,1466378530.65487,9
"12",2001-01-01,"TRUE","All Other","Domestic",184817211076.961,167251069446.811,184817211076.961,106261389791.413,10
"13",2001-01-01,"FALSE","OCO","International",15224306.2769741,5024021.07140145,1099650115.64265,0,6
"14",2001-01-01,"FALSE","OCO","Domestic",0,0,0,0,7
"15",2001-01-01,"FALSE","Recovery","Domestic",-28812.8478341275,-9508.23978526209,-28812.8478341275,0,8
"16",2001-01-01,"FALSE","All Other","International",1466378530.65486,483904915.116105,10332389730.9738,0,9
"17",2001-01-01,"FALSE","All Other","Domestic",106261389791.413,35066258631.1664,291078600868.375,0,10
"18",2002-01-01,"TRUE","OCO","International",2333124464.88949,955273481.465446,2333124464.88949,185342408.051913,11
"19",2002-01-01,"TRUE","OCO","Domestic",1906741.98712217,959909.681136897,1906741.98712217,330684.825386582,12
"20",2002-01-01,"TRUE","Disaster","Domestic",20395194.0006128,6733081.47866303,20395194.0006128,2667.45846081153,13
"21",2002-01-01,"TRUE","All Other","International",10374521610.6992,5931335424.05253,10374521610.6992,2507743292.52179,14
"22",2002-01-01,"TRUE","All Other","Domestic",213557090107.39,193490956454.791,213557090107.39,123017116719.353,15
"23",2002-01-01,"FALSE","OCO","International",185342408.051913,61162994.6571314,2518466872.94141,0,11
"24",2002-01-01,"FALSE","OCO","Domestic",330684.825386582,109125.992377572,2237426.81250875,0,12
"25",2002-01-01,"FALSE","Disaster","Domestic",2667.45846080973,880.26129206721,20397861.4590736,0,13
"26",2002-01-01,"FALSE","All Other","International",2507743292.52179,827555286.53219,12882264903.221,0,14
"27",2002-01-01,"FALSE","All Other","Domestic",123017116719.353,40595648517.3864,336574206826.742,0,15
"28",2003-01-01,"TRUE","OCO","International",9472640061.43419,3801564136.67359,9472640061.43419,675592916.400303,16
"29",2003-01-01,"TRUE","OCO","Domestic",197434331.847219,67732574.4665302,197434331.847219,2579244.95694777,17
"30",2003-01-01,"TRUE","Disaster","Domestic",30057487.8000497,9918970.97401639,30057487.8000497,0,18
"31",2003-01-01,"TRUE","All Other","International",12622334867.468,7239911451.66149,12622334867.468,3074540945.39705,20
"32",2003-01-01,"TRUE","All Other","Domestic",254214047908.672,218586387900.967,254214047908.672,134695752091.105,21
"33",2003-01-01,"FALSE","OCO","International",675592916.400303,222945662.4121,10148232977.8345,0,16
"34",2003-01-01,"FALSE","OCO","Domestic",2579244.95694777,851150.835792764,200013576.804167,0,17
"35",2003-01-01,"FALSE","Recovery","Domestic",1846311.20188327,609282.69662148,1846311.20188327,0,19
"36",2003-01-01,"FALSE","All Other","International",3074540945.39705,1014598511.98103,15696875812.8651,0,20
"37",2003-01-01,"FALSE","All Other","Domestic",134695752091.105,44449598190.0647,388909799999.777,0,21
"38",2004-01-01,"TRUE","OCO","International",19154225946.9689,7263691435.19249,19154225946.9689,942796872.692772,22
"39",2004-01-01,"TRUE","OCO","Domestic",496396303.088861,442419596.262981,496396303.088861,278608816.243657,23
"40",2004-01-01,"TRUE","Disaster","Domestic",50236120.7444013,17332408.8644228,50236120.7444013,754489.018770389,24
"41",2004-01-01,"TRUE","Recovery","Domestic",0,146174.590427854,0,146174.590427854,25
"42",2004-01-01,"TRUE","All Other","International",12859762880.8857,7752224007.1479,12859762880.8857,3508502256.4556,26
"43",2004-01-01,"TRUE","All Other","Domestic",259587325933.147,212005915953.693,259587325933.147,126342098395.755,27
"44",2004-01-01,"FALSE","OCO","International",942796872.692772,311122967.988615,20097022819.6616,0,22
"45",2004-01-01,"FALSE","OCO","Domestic",278608816.243657,91940909.360407,775005119.332518,0,23
"46",2004-01-01,"FALSE","Disaster","Domestic",754489.018770386,248981.376194228,50990609.7631717,0,24
"47",2004-01-01,"FALSE","Recovery","Domestic",146174.590427854,48237.6148411918,146174.590427854,0,25
"48",2004-01-01,"FALSE","All Other","International",3508502256.45561,1157805744.63035,16368265137.3413,0,26
"49",2004-01-01,"FALSE","All Other","Domestic",126342098395.755,41692892470.599,385929424328.901,0,27
"50",2005-01-01,"TRUE","OCO","International",23600181912.5453,10989985547.2672,23600181912.5453,3201925516.12722,28
"51",2005-01-01,"TRUE","OCO","Domestic",841652201.728522,333522397.511523,841652201.728522,55777170.9411103,29
"52",2005-01-01,"TRUE","Disaster","Domestic",1662436987.15656,4314402599.13174,1662436987.15656,3765798393.37008,31
"53",2005-01-01,"TRUE","Recovery","Domestic",0,0,0,0,32
"54",2005-01-01,"TRUE","All Other","International",15049004730.0125,9689810088.47609,15049004730.0125,4723638527.57197,33
"55",2005-01-01,"TRUE","All Other","Domestic",286139896413.318,228314257750.718,286139896413.318,133888091934.323,34
"56",2005-01-01,"FALSE","OCO","International",3201925516.12722,1056635420.32198,26802107428.6725,0,28
"57",2005-01-01,"FALSE","OCO","Domestic",55777170.9411102,18406466.4105664,897429372.669632,0,29
"58",2005-01-01,"FALSE","Disaster","International",16219405.8572537,5352403.93289371,16219405.8572537,0,30
"59",2005-01-01,"FALSE","Disaster","Domestic",3765798393.37008,1242713469.81213,5428235380.52664,0,31
"60",2005-01-01,"FALSE","All Other","International",4723638527.57197,1558800714.09875,19772643257.5844,0,33
"61",2005-01-01,"FALSE","All Other","Domestic",133888091934.323,44183070338.3267,420027988347.641,0,34
"62",2006-01-01,"TRUE","OCO","International",23545662382.2466,10414647415.3638,23545662382.2466,2644578829.22244,35
"63",2006-01-01,"TRUE","OCO","Domestic",987199558.976605,375338801.715726,987199558.976605,49562947.2534459,36
"64",2006-01-01,"TRUE","Disaster","International",7354991.59878909,105080158.614315,7354991.59878909,102653011.386714,37
"65",2006-01-01,"TRUE","Disaster","Domestic",5258273525.78857,10653494843.111,5258273525.78857,8918264579.60076,38
"66",2006-01-01,"TRUE","Recovery","Domestic",0,1510919.07323483,0,1510919.07323483,39
"67",2006-01-01,"TRUE","All Other","International",22270412835.3723,12671095738.582,22270412835.3723,5321859502.90919,40
"68",2006-01-01,"TRUE","All Other","Domestic",300733567759.175,236159582776.284,300733567759.175,136917505415.757,41
"69",2006-01-01,"FALSE","OCO","International",2644578829.22244,872711013.643405,26190241211.469,0,35
"70",2006-01-01,"FALSE","OCO","Domestic",49562947.2534458,16355772.5936371,1036762506.23005,0,36
"71",2006-01-01,"FALSE","Disaster","International",102653011.386714,33875493.7576157,110008002.985503,0,37
"72",2006-01-01,"FALSE","Disaster","Domestic",8918264579.60076,2943027311.26825,14176538105.3893,0,38
"73",2006-01-01,"FALSE","Recovery","Domestic",1510919.07323483,498603.294167493,1510919.07323483,0,39
"74",2006-01-01,"FALSE","All Other","International",5321859502.90919,1756213635.96003,27592272338.2814,0,40
"75",2006-01-01,"FALSE","All Other","Domestic",136917505415.757,45182776787.1997,437651073174.931,0,41
"76",2007-01-01,"TRUE","OCO","International",21785868793.2356,11082180689.1685,21785868793.2356,3892843987.40074,42
"77",2007-01-01,"TRUE","OCO","Domestic",2407957257.84403,1155449766.91086,2407957257.84403,360823871.82233,43
"78",2007-01-01,"TRUE","Disaster","International",45683622.3467434,29193128.014175,45683622.3467434,14117532.6397497,44
"79",2007-01-01,"TRUE","Disaster","Domestic",2854100306.20427,2336115561.77451,2854100306.20427,1394262460.7271,45
"80",2007-01-01,"TRUE","Recovery","Domestic",0,244270.989954047,0,244270.989954047,46
"81",2007-01-01,"TRUE","All Other","International",18562916714.2976,12556723077.2915,18562916714.2976,6430960561.57333,47
"82",2007-01-01,"TRUE","All Other","Domestic",336494914276.901,257859663815.423,336494914276.901,146816342104.046,48
"83",2007-01-01,"FALSE","OCO","International",3892843987.40074,1284638515.84224,25678712780.6364,0,42
"84",2007-01-01,"FALSE","OCO","Domestic",360823871.822331,119071877.701369,2768781129.66636,0,43
"85",2007-01-01,"FALSE","Disaster","International",14117532.6397497,4658785.7711174,59801154.9864931,0,44
"86",2007-01-01,"FALSE","Disaster","Domestic",1394262460.7271,460106612.039942,4248362766.93136,0,45
"87",2007-01-01,"FALSE","Recovery","Domestic",244270.989954047,80609.4266848355,244270.989954047,0,46
"88",2007-01-01,"FALSE","All Other","International",6430960561.57333,2122216985.3192,24993877275.8709,0,47
"89",2007-01-01,"FALSE","All Other","Domestic",146816342104.046,48449392894.3351,483311256380.947,0,48
"90",2008-01-01,"TRUE","OCO","International",29253675830.0239,12776794506.4827,29253675830.0239,3123081482.57485,49
"91",2008-01-01,"TRUE","OCO","Domestic",2181595574.69554,875287797.232901,2181595574.69554,155361257.583372,50
"92",2008-01-01,"TRUE","Disaster","International",101627402.214157,38752832.0723196,101627402.214157,5215789.34164792,51
"93",2008-01-01,"TRUE","Disaster","Domestic",1187178014.2722,1709116918.262,1187178014.2722,1317348173.55218,52
"94",2008-01-01,"TRUE","Recovery","Domestic",1640000.84412279,23790382.2523371,1640000.84412279,23249181.9737766,53
"95",2008-01-01,"TRUE","All Other","International",19265123505.6458,12517205389.7705,19265123505.6458,6159714632.90737,54
"96",2008-01-01,"TRUE","All Other","Domestic",379596306924.303,279216074605.35,379596306924.303,153949293320.33,55
"97",2008-01-01,"FALSE","OCO","International",3123081482.57485,1030616889.2497,32376757312.5988,0,49
"98",2008-01-01,"FALSE","OCO","Domestic",155361257.583371,51269215.0025126,2336956832.27892,0,50
"99",2008-01-01,"FALSE","Disaster","International",5215789.34164793,1721210.48274382,106843191.555804,0,51
"100",2008-01-01,"FALSE","Disaster","Domestic",1317348173.55218,434724897.272218,2504526187.82438,0,52
"101",2008-01-01,"FALSE","Recovery","Domestic",23249181.9737766,7672230.05134629,24889182.8178994,0,53
"102",2008-01-01,"FALSE","All Other","International",6159714632.90737,2032705828.85943,25424838138.5532,0,54
"103",2008-01-01,"FALSE","All Other","Domestic",153949293320.33,50803266795.7089,533545600244.633,0,55
"104",2009-01-01,"TRUE","OCO","International",24860319953.7506,12308604974.9212,24860319953.7506,4104699390.18346,56
"105",2009-01-01,"TRUE","OCO","Domestic",1254177433.07579,622224770.366635,1254177433.07579,208346217.451625,57
"106",2009-01-01,"TRUE","Disaster","International",183951164.89275,66157948.8023923,183951164.89275,5454064.38778484,58
"107",2009-01-01,"TRUE","Disaster","Domestic",1068873343.83268,1220325472.81333,1068873343.83268,867597269.348541,59
"108",2009-01-01,"TRUE","Recovery","International",641662.910701966,24351133.0443943,641662.910701966,24139384.2838626,60
"109",2009-01-01,"TRUE","Recovery","Domestic",5832732726.40607,15035349195.1812,5832732726.40607,13110547395.4672,61
"110",2009-01-01,"TRUE","All Other","International",22788275336.4501,15083766392.5122,22788275336.4501,7563635531.48365,62
"111",2009-01-01,"TRUE","All Other","Domestic",376175941638.704,287489548957.721,376175941638.704,163351488216.949,63
"112",2009-01-01,"FALSE","OCO","International",4104699390.18347,1354550798.76054,28965019343.934,0,56
"113",2009-01-01,"FALSE","OCO","Domestic",208346217.451625,68754251.7590363,1462523650.52741,0,57
"114",2009-01-01,"FALSE","Disaster","International",5454064.38778482,1799841.24796899,189405229.280535,0,58
"115",2009-01-01,"FALSE","Disaster","Domestic",867597269.348541,286307098.885019,1936470613.18122,0,59
"116",2009-01-01,"FALSE","Recovery","International",24139384.2838626,7965996.81367467,24781047.1945646,0,60
"117",2009-01-01,"FALSE","Recovery","Domestic",13110547395.4672,4326480640.50417,18943280121.8733,0,61
"118",2009-01-01,"FALSE","All Other","International",7563635531.48365,2495999725.3896,30351910867.9338,0,62
"119",2009-01-01,"FALSE","All Other","Domestic",163351488216.949,53905991111.5931,539527429855.653,0,63
"120",2010-01-01,"TRUE","OCO","International",27705289201.295,12723524996.0059,27705289201.295,3580779559.57854,64
"121",2010-01-01,"TRUE","OCO","Domestic",1478344839.89031,746611421.659463,1478344839.89031,258757624.495659,65
"122",2010-01-01,"TRUE","Disaster","International",40569171.787348,51671473.0823146,40569171.787348,38283646.3924898,66
"123",2010-01-01,"TRUE","Disaster","Domestic",187529217.825662,81127335.8763615,187529217.825662,19242693.9938931,67
"124",2010-01-01,"TRUE","Recovery","International",868510.453877893,36466799.8041187,868510.453877893,36180191.354339,68
"125",2010-01-01,"TRUE","Recovery","Domestic",5531233925.55891,14700907086.174,5531233925.55891,12875599890.7395,69
"126",2010-01-01,"TRUE","All Other","International",22338043226.5946,14182202128.4842,22338043226.5946,6810647863.70802,70
"127",2010-01-01,"TRUE","All Other","Domestic",348422783346.338,282203409308.307,348422783346.338,167223890804.015,71
"128",2010-01-01,"FALSE","OCO","International",3580779559.57854,1181657254.66092,31286068760.8735,0,64
"129",2010-01-01,"FALSE","OCO","Domestic",258757624.495659,85390016.0835674,1737102464.38597,0,65
"130",2010-01-01,"FALSE","Disaster","International",38283646.3924898,12633603.3095216,78852818.1798377,0,66
"131",2010-01-01,"FALSE","Disaster","Domestic",19242693.9938931,6350089.01798472,206771911.819555,0,67
"132",2010-01-01,"FALSE","Recovery","International",36180191.354339,11939463.1469319,37048701.8082169,0,68
"133",2010-01-01,"FALSE","Recovery","Domestic",12875599890.7395,4248947963.94405,18406833816.2985,0,69
"134",2010-01-01,"FALSE","All Other","International",6810647863.70802,2247513795.02365,29148691090.3026,0,70
"135",2010-01-01,"FALSE","All Other","Domestic",167223890804.015,55183883965.325,515646674150.353,0,71
"136",2011-01-01,"TRUE","OCO","International",34914847797.8371,14406774542.6011,34914847797.8371,2884874769.3149,72
"137",2011-01-01,"TRUE","OCO","Domestic",4788222503.83078,1820693311.39184,4788222503.83078,240579885.127679,73
"138",2011-01-01,"TRUE","Disaster","International",7272885.39172041,138811954.159171,7272885.39172041,136411901.979904,74
"139",2011-01-01,"TRUE","Disaster","Domestic",155449927.726305,775916124.439745,155449927.726305,724617648.290065,75
"140",2011-01-01,"TRUE","Recovery","International",111967577.86195,39962377.7391442,111967577.86195,3013077.04470076,76
"141",2011-01-01,"TRUE","Recovery","Domestic",1456519986.26349,1267558391.45634,1456519986.26349,786906795.989387,77
"142",2011-01-01,"TRUE","All Other","International",14119657461.0738,11957117185.1418,14119657461.0738,7297630222.98743,78
"143",2011-01-01,"TRUE","All Other","Domestic",348567697768.251,282792948698.288,348567697768.251,167765608434.765,79
"144",2011-01-01,"FALSE","OCO","International",2884874769.31489,952008673.873915,37799722567.152,0,72
"145",2011-01-01,"FALSE","OCO","Domestic",240579885.127679,79391362.092134,5028802388.95846,0,73
"146",2011-01-01,"FALSE","Disaster","International",136411901.979904,45015927.6533682,143684787.371624,0,74
"147",2011-01-01,"FALSE","Disaster","Domestic",724617648.290065,239123823.935721,880067576.01637,0,75
"148",2011-01-01,"FALSE","Recovery","International",3013077.04470076,994315.424751251,114980654.90665,0,76
"149",2011-01-01,"FALSE","Recovery","Domestic",786906795.989387,259679242.676498,2243426782.25288,0,77
"150",2011-01-01,"FALSE","All Other","International",7297630222.98743,2408217973.58585,21417287684.0612,0,78
"151",2011-01-01,"FALSE","All Other","Domestic",167765608434.765,55362650783.4725,516333306203.016,0,79
"152",2012-01-01,"TRUE","OCO","International",33724659966.5394,14913157172.636,33724659966.5394,3784019383.67802,80
"153",2012-01-01,"TRUE","OCO","Domestic",2805352438.17659,1222567902.74986,2805352438.17659,296801598.151583,81
"154",2012-01-01,"TRUE","Disaster","International",9223.06870406317,3355704.75805199,9223.06870406317,3352661.14537965,82
"155",2012-01-01,"TRUE","Disaster","Domestic",70940181.2795321,613456173.670845,70940181.2795321,590045913.848599,83
"156",2012-01-01,"TRUE","Recovery","International",75806508.6346986,33409053.7590989,75806508.6346986,8392905.9096484,84
"157",2012-01-01,"TRUE","Recovery","Domestic",541874077.041704,529827828.055323,541874077.041704,351009382.63156,85
"158",2012-01-01,"TRUE","All Other","International",13961420199.8517,12138671699.1335,13961420199.8517,7531403033.18242,86
"159",2012-01-01,"TRUE","All Other","Domestic",333892184161.408,266192582206.923,333892184161.408,156008161433.658,87
"160",2012-01-01,"FALSE","OCO","International",3784019383.67802,1248726396.61375,37508679350.2175,0,80
"161",2012-01-01,"FALSE","OCO","Domestic",296801598.151583,97944527.3900223,3102154036.32817,0,81
"162",2012-01-01,"FALSE","Disaster","International",3352661.14537965,1106378.17797528,3361884.21408371,0,82
"163",2012-01-01,"FALSE","Disaster","Domestic",590045913.848599,194715151.570038,660986095.128131,0,83
"164",2012-01-01,"FALSE","Recovery","International",8392905.90964841,2769658.95018397,84199414.544347,0,84
"165",2012-01-01,"FALSE","Recovery","Domestic",351009382.63156,115833096.268415,892883459.673264,0,85
"166",2012-01-01,"FALSE","All Other","International",7531403033.18242,2485363000.9502,21492823233.0341,0,86
"167",2012-01-01,"FALSE","All Other","Domestic",156008161433.658,51482693273.1071,489900345595.066,0,87
"168",2013-01-01,"TRUE","OCO","International",30255041361.8762,12628707619.8745,30255041361.8762,2644543970.45536,88
"169",2013-01-01,"TRUE","OCO","Domestic",2363924086.98312,970407291.373467,2363924086.98312,190312342.669036,89
"170",2013-01-01,"TRUE","Disaster","International",30406003.5478517,12908099.3032701,30406003.5478517,2874118.13247905,90
"171",2013-01-01,"TRUE","Disaster","Domestic",1116725321.79898,1578028310.02523,1116725321.79898,1209508953.83157,91
"172",2013-01-01,"TRUE","Recovery","International",28229747.6275707,26351554.9322892,28229747.6275707,17035738.2151909,92
"173",2013-01-01,"TRUE","Recovery","Domestic",230487582.136945,285102032.462881,230487582.136945,209041130.357689,93
"174",2013-01-01,"TRUE","All Other","International",12199779837.3097,10173782046.6067,12199779837.3097,6147854700.2945,94
"175",2013-01-01,"TRUE","All Other","Domestic",278590528717.415,239941800356.173,278590528717.415,148006925879.426,95
"176",2013-01-01,"FALSE","OCO","International",2644543970.45536,872699510.250268,32899585332.3315,0,88
"177",2013-01-01,"FALSE","OCO","Domestic",190312342.669036,62803073.080782,2554236429.65216,0,89
"178",2013-01-01,"FALSE","Disaster","International",2874118.13247905,948458.983718085,33280121.6803308,0,90
"179",2013-01-01,"FALSE","Disaster","Domestic",1209508953.83157,399137954.764418,2326234275.63055,0,91
"180",2013-01-01,"FALSE","Recovery","International",17035738.2151909,5621793.61101299,45265485.8427616,0,92
"181",2013-01-01,"FALSE","Recovery","Domestic",209041130.357689,68983573.0180373,439528712.494634,0,93
"182",2013-01-01,"FALSE","All Other","International",6147854700.2945,2028792051.09719,18347634537.6042,0,94
"183",2013-01-01,"FALSE","All Other","Domestic",148006925879.426,48842285540.2107,426597454596.841,0,95
"184",2014-01-01,"TRUE","OCO","International",15371202920.5053,7898309619.3777,15371202920.5053,2825812655.61096,96
"185",2014-01-01,"TRUE","OCO","Domestic",7989068354.05432,2842114050.84299,7989068354.05432,205721494.005066,97
"186",2014-01-01,"TRUE","Disaster","International",358132.893946427,1583369.65952189,358132.893946427,1465185.80451957,98
"187",2014-01-01,"TRUE","Disaster","Domestic",232219613.520193,753608323.454038,232219613.520193,676975850.992375,99
"188",2014-01-01,"TRUE","Recovery","International",306528.791340503,1995240.14925133,306528.791340503,1894085.64810896,100
"189",2014-01-01,"TRUE","Recovery","Domestic",96334270.6127879,144812134.673933,96334270.6127879,113021825.371713,101
"190",2014-01-01,"TRUE","All Other","International",9292386443.96305,10221398292.4248,9292386443.96305,7154910765.91704,102
"191",2014-01-01,"TRUE","All Other","Domestic",261962240985.279,238155583585.487,261962240985.279,151708044060.345,103
"192",2014-01-01,"FALSE","OCO","International",2825812655.61095,932518176.351615,18197015576.1162,0,96
"193",2014-01-01,"FALSE","OCO","Domestic",205721494.005066,67888093.0216717,8194789848.05938,0,97
"194",2014-01-01,"FALSE","Disaster","International",1465185.80451957,483511.315491457,1823318.69846599,0,98
"195",2014-01-01,"FALSE","Disaster","Domestic",676975850.992375,223402030.827484,909195464.512568,0,99
"196",2014-01-01,"FALSE","Recovery","International",1894085.64810896,625048.263875957,2200614.43944946,0,100
"197",2014-01-01,"FALSE","Recovery","Domestic",113021825.371713,37297202.3726654,209356095.984501,0,101
"198",2014-01-01,"FALSE","All Other","International",7154910765.91704,2361120552.75262,16447297209.8801,0,102
"199",2014-01-01,"FALSE","All Other","Domestic",151708044060.345,50063654539.9138,413670285045.624,0,103
"200",2015-01-01,"TRUE","OCO","International",11181775881.314,6032879642.61917,11181775881.314,2342893601.78556,104
"201",2015-01-01,"TRUE","OCO","Domestic",592099954.704671,474535038.410853,592099954.704671,279142053.358311,105
"202",2015-01-01,"TRUE","Disaster","International",496364.811869265,151666.558911469,496364.811869265,-12133.8290053888,106
"203",2015-01-01,"TRUE","Disaster","Domestic",224260760.990684,372656856.913238,224260760.990684,298650805.786313,107
"204",2015-01-01,"TRUE","Recovery","International",11078537.656291,3529365.18636579,11078537.656291,-126552.240210257,108
"205",2015-01-01,"TRUE","Recovery","Domestic",103110705.425715,102131813.716535,103110705.425715,68105280.9260492,109
"206",2015-01-01,"TRUE","All Other","International",10565435312.7771,10439897494.6179,10565435312.7771,6953303841.40149,110
"207",2015-01-01,"TRUE","All Other","Domestic",259613189505.213,239097128534.664,259613189505.213,153424775997.944,111
"208",2015-01-01,"FALSE","OCO","International",2342893601.78556,773154888.589235,13524669483.0995,0,104
"209",2015-01-01,"FALSE","OCO","Domestic",279142053.358311,92116877.6082428,871242008.062982,0,105
"210",2015-01-01,"FALSE","Disaster","International",-12133.8290053888,-4004.1635717783,484230.982863876,0,106
"211",2015-01-01,"FALSE","Disaster","Domestic",298650805.786313,98554765.9094831,522911566.776997,0,107
"212",2015-01-01,"FALSE","Recovery","International",-126552.240210258,-41762.2392693852,10951985.4160808,0,108
"213",2015-01-01,"FALSE","Recovery","Domestic",68105280.9260492,22474742.7055962,171215986.351764,0,109
"214",2015-01-01,"FALSE","All Other","International",6953303841.40149,2294590267.66249,17518739154.1786,0,110
"215",2015-01-01,"FALSE","All Other","Domestic",153422917967.315,50631420959.8433,413036107472.527,1858030.62939453,111
"216",2015-01-01,"Unlabeled","All Other","Domestic",1858030.62940036,613150.10770212,413037965503.157,0,111
"217",2016-01-01,"TRUE","OCO","International",9696283936.96776,5537851533.45767,9696283936.96776,2338077834.25831,112
"218",2016-01-01,"TRUE","OCO","Domestic",4391923675.67498,1623050152.2308,4391923675.67498,173715339.258059,113
"219",2016-01-01,"TRUE","Disaster","International",361555.586741867,711450.848648282,361555.586741867,592137.505023465,114
"220",2016-01-01,"TRUE","Disaster","Domestic",19104392.7832428,315496836.066777,19104392.7832428,309192386.448307,115
"221",2016-01-01,"TRUE","All Other","International",10094887652.771,9929891640.31607,10094887652.771,6598578714.90163,116
"222",2016-01-01,"TRUE","All Other","Domestic",279155851672.893,252146405650.084,279155851672.893,160024974598.029,117
"223",2016-01-01,"FALSE","OCO","International",2338077834.25831,771565685.305243,12034361771.2261,0,112
"224",2016-01-01,"FALSE","OCO","Domestic",173715339.258058,57326061.9551593,4565639014.93304,0,113
"225",2016-01-01,"FALSE","Disaster","International",592137.505023465,195405.376657744,953693.091765332,0,114
"226",2016-01-01,"FALSE","Disaster","Domestic",309192386.448307,102033487.527941,328296779.231549,0,115
"227",2016-01-01,"FALSE","All Other","International",6598578714.90163,2177530975.91754,16693466367.6726,0,116
"228",2016-01-01,"FALSE","All Other","Domestic",160024964418.252,52808248437.8,439180816091.146,10179.7766723633,117
"229",2016-01-01,"Unlabeled","All Other","Domestic",10179.7766886819,3359.32630726504,439180826270.922,0,117
"230",2017-01-01,"TRUE","OCO","International",9908123335.9941,5785775136.19585,9908123335.9941,2516094435.3178,118
"231",2017-01-01,"TRUE","OCO","Domestic",1442642281.5862,570032992.602846,1442642281.5862,93961039.6794,119
"232",2017-01-01,"TRUE","Disaster","International",1308832.0703,1705571.927199,1308832.0703,1273657.344,120
"233",2017-01-01,"TRUE","Disaster","Domestic",360964474.4704,1848837810.78353,360964474.4704,1729719534.2083,121
"234",2017-01-01,"TRUE","All Other","International",10930470692.4534,12504825736.9221,10930470692.4534,8897770408.4125,123
"235",2017-01-01,"TRUE","All Other","Domestic",297975216448.184,267690884306.931,297975216448.184,169359062879.03,124
"236",2017-01-01,"FALSE","OCO","International",2516094435.3178,830311163.654874,12424217771.3119,0,118
"237",2017-01-01,"FALSE","OCO","Domestic",93961039.6794,31007143.094202,1536603321.2656,0,119
"238",2017-01-01,"FALSE","Disaster","International",1273657.344,420306.92352,2582489.4143,0,120
"239",2017-01-01,"FALSE","Disaster","Domestic",1729719534.2083,570807446.288739,2090684008.6787,0,121
"240",2017-01-01,"FALSE","Recovery","Domestic",0,0,0,0,122
"241",2017-01-01,"FALSE","All Other","International",8897770408.4125,2936264234.77613,19828241100.8659,0,123
"242",2017-01-01,"FALSE","All Other","Domestic",169357361925.81,55889630388.738,467332578373.993,1700953.2208252,124
"243",2017-01-01,"Unlabeled","All Other","Domestic",1700953.2208,561314.562864,467334279327.214,0,124
